,chapter,verse,translation,interpretation,orig
224,2,218,"Indeed, those who have believed and emigrated and fought in the cause of Allah - they expect the mercy of Allah. And Allah is Forgiving and Merciful.","This verse highlights the reward and status promised by Allah to those who believe in Him, migrate for their faith, and strive in His cause. They are hopeful for Allah's mercy and forgiveness, emphasizing Allah's attributes of forgiveness and mercy towards His devoted followers.",إن الذين آمنوا والذين هاجروا وجاهدوا في سبيل الله أولئك يرجون رحمت الله والله غفور رحيم
225,2,219,"They ask you about wine and gambling. Say, 'In them is great sin and [yet, some] benefit for people. But their sin is greater than their benefit.' And they ask you what they should spend. Say, 'The excess [beyond needs].' Thus Allah makes clear to you the verses [of revelation] that you might give thought.","This verse highlights that while wine and gambling may have some benefits, the harms and sins associated with them far outweigh any advantages. Similarly, when it comes to spending, one should prioritize giving beyond one's basic needs. The verse emphasizes the importance of reflecting on the teachings of Allah to make informed and thoughtful decisions.",يسألونك عن الخمر والميسر قل فيهما إثم كبير ومنافع للناس وإثمهما أكبر من نفعهما ويسألونك ماذا ينفقون قل العفو كذلك يبين الله لكم الآيات لعلكم تتفكرون
226,2,220,"In this world and the Hereafter. And they ask you about the orphans. Say, ‘Improvement for them is best.’ And if you associate with them, they are your brothers. And Allah knows the corrupter from the amender. And if Allah had willed, He could have put you in difficulty. Indeed, Allah is Exalted in Might and Wise.",This verse emphasizes the importance of caring for orphans and treating them with kindness and justice. It highlights that those who help the orphans and seek to improve their situation will be rewarded by Allah. It also reminds believers that Allah has the knowledge to distinguish between those who cause corruption and those who bring about positive change. The verse serves as a reminder of the importance of social responsibility and the reward for good deeds in the sight of Allah.,في الدنيا والآخرة ويسألونك عن اليتامى قل إصلاح لهم خير وإن تخالطوهم فإخوانكم والله يعلم المفسد من المصلح ولو شاء الله لأعنتكم إن الله عزيز حكيم
227,2,221,"And do not marry polytheistic women until they believe. And a believing slave woman is better than a polytheist, even though she might please you. And do not marry polytheistic men [to your women] until they believe. And a believing slave is better than a polytheist, even though he might please you. Those invite [you] to the Fire, but Allah invites to Paradise and to forgiveness, by His permission. And He makes clear His verses to the people that perhaps they may remember.","This verse highlights the importance of marrying individuals who share the same faith in order to maintain harmony and unity within the family unit. It emphasizes the superiority of a believing spouse over a non-believer, irrespective of any worldly appeal the latter might have. The verse also serves as a reminder that those who follow the path of disbelief invite themselves to the Fire, while Allah calls to Paradise and forgiveness, making His guidance clear for people to reflect upon and remember.",ولا تنكحوا المشركات حتى يؤمن ولأمة مؤمنة خير من مشركة ولو أعجبتكم ولا تنكحوا المشركين حتى يؤمنوا ولعبد مؤمن خير من مشرك ولو أعجبكم أولئك يدعون إلى النار والله يدعو إلى الجنة والمغفرة بإذنه ويبين آياته للناس لعلهم يتذكرون
228,2,222,"And they ask you about menstruation. Say, 'It is harm, so keep away from wives during menstruation. And do not approach them until they are pure. And when they have purified themselves, then come to them from where Allah has ordained for you. Indeed, Allah loves those who are constantly repentant and loves those who purify themselves.'",This verse addresses the rules regarding menstruation and the need for purification before intimate contact with one's spouse. It emphasizes the importance of respecting the purity of women during their menstruation period and instructs believers to refrain from intimate relations during that time. The verse also highlights Allah's love for those who repent and strive for purity in their actions and intentions.,ويسألونك عن المحيض قل هو أذى فاعتزلوا النساء في المحيض ولا تقربوهن حتى يطهرن فإذا تطهرن فأتوهن من حيث أمركم الله إن الله يحب التوابين ويحب المتطهرين
229,2,223,"Your women are a place of cultivation for you, so come to your place of cultivation however you wish and put forth [righteousness] for yourselves. And fear Allah and know that you will meet Him. And give good tidings to the believers.","This verse emphasizes the relationship between husband and wife as one of mutual care, support, and cultivation. It encourages treating one's spouse with kindness and respect, and reminds individuals to be aware of their actions and intentions as they will be held accountable by Allah. Believers are given glad tidings for their faith and righteous deeds.",نساؤكم حرث لكم فأتوا حرثكم أنى شئتم وقدموا لأنفسكم واتقوا الله واعلموا أنكم ملاقوه وبشر المؤمنين
230,2,224,And do not make [your oath by] Allah an excuse against being righteous and fearing Allah and making peace among people. And Allah is Hearing and Knowing.,"This verse emphasizes that using oaths as an excuse to avoid doing good deeds, being righteous, or reconciling between people is not acceptable. It reminds believers that Allah is aware of everything they do and say, and thus they should be sincere in their actions and intentions. It serves as a reminder to prioritize genuine actions over empty promises or uses of oaths to justify wrongdoing.",ولا تجعلوا الله عرضة لأيمانكم أن تبروا وتتقوا وتصلحوا بين الناس والله سميع عليم
231,2,225,"Allah does not impose blame upon you for what is unintentional in your oaths, but He imposes blame upon you for what your hearts have earned. And Allah is Forgiving and Forbearing.","This verse highlights the importance of sincerity and honesty in one's words and intentions. It emphasizes that Allah is forgiving of unintentional mistakes or slips of the tongue in oaths, but He does hold people accountable for their true intentions and actions. It serves as a reminder that inner intentions and beliefs hold great weight in the sight of Allah, and that true repentance and sincerity in one's deeds are key aspects of faith.",لا يؤاخذكم الله باللغو في أيمانكم ولكن يؤاخذكم بما كسبت قلوبكم والله غفور حليم
232,2,226,"Those who swear not to have sexual relations with their wives must wait for four months; but if they reconcile - indeed, Allah is Forgiving and Merciful.","This verse from the Qur'an emphasizes the importance of reconciliation and forgiveness in relationships, specifically between spouses. It highlights that even in difficult times or disputes, it is essential to strive for reconciliation and forgiveness. The verse also serves as a reminder of Allah's forgiveness and mercy, encouraging believers to follow His example in their relationships with others.",للذين يؤلون من نسائهم تربص أربعة أشهر فإن فاءوا فإن الله غفور رحيم
233,2,227,"And if they have decided on divorce, then indeed, Allah is Hearing and Knowing.","This verse emphasizes that if a couple has made the decision to divorce, Allah is fully aware of their intentions, actions, and the circumstances surrounding their decision. It serves as a reminder that even during times of conflict and separation, Allah is always listening to their prayers and is fully aware of their situation.",وإن عزموا الطلاق فإن الله سميع عليم
234,2,228,"Divorced women remain in waiting for three periods, and it is not lawful for them to conceal what Allah has created in their wombs if they believe in Allah and the Last Day. And their husbands have more right to take them back in this [period] if they desire reconciliation. And due to the wives is similar to what is expected of them, according to what is reasonable. But the men have a degree over them. And Allah is Exalted in Might and Wise.","This verse emphasizes the rights and responsibilities of divorced women and their ex-husbands during the waiting period ('iddah). It instructs divorced women to be honest about their pregnancy, provides guidance for reconciliation between the couple, and asserts the principle of fairness and balance in relationships between spouses, while also highlighting that men have a degree of responsibility over women. Ultimately, the verse conveys the wisdom and authority of Allah in the regulation of marital affairs.",والمطلقات يتربصن بأنفسهن ثلاثة قروء ولا يحل لهن أن يكتمن ما خلق الله في أرحامهن إن كن يؤمن بالله واليوم الآخر وبعولتهن أحق بردهن في ذلك إن أرادوا إصلاحا ولهن مثل الذي عليهن بالمعروف وللرجال عليهن درجة والله عزيز حكيم
235,2,229,"Divorce is twice. Then, either keep [her] in an acceptable manner or release [her] with good treatment. And it is not lawful for you to take anything of what you have given them unless both fear that they will not be able to keep [within] the limits of Allah. But if you fear that they will not keep [within] the limits of Allah, then there is no blame upon either of them concerning that by which she ransoms herself. These are the limits of Allah, so do not transgress them. And whoever transgresses the limits of Allah - it is those who are the wrongdoers.","This verse addresses the rules regarding divorce in Islam. It allows for a husband to divorce his wife twice, after which he must either maintain a respectful and acceptable relationship with her or release her with kindness. It also emphasizes that the wife should not be forced to give back anything that was given to her by the husband during the marriage, unless both parties fear they will transgress the limits set by Allah. If transgression is feared, there should be no blame on either party if they agree to a form of compensation (ransom). The verse stresses the importance of respecting the boundaries set by Allah in matters of divorce, and warns against those who exceed these limits, as they are considered wrongdoers.",الطلاق مرتان فإمساك بمعروف أو تسريح بإحسان ولا يحل لكم أن تأخذوا مما آتيتموهن شيئا إلا أن يخافا ألا يقيما حدود الله فإن خفتم ألا يقيما حدود الله فلا جناح عليهما فيما افتدت به تلك حدود الله فلا تعتدوها ومن يتعد حدود الله فأولئك هم الظالمون
236,2,230,"So if he divorces her, she shall not be lawful to him thereafter until she has married another husband. Then if the latter divorces her, there shall be no sin on them both if they reunite, provided that they think they can keep within the bounds set by Allah. These are the bounds of Allah, He makes them clear to people who have knowledge.","This verse addresses the procedure of divorce in Islam, highlighting the concept of giving a divorced woman the opportunity to marry someone else before potentially returning to her former husband. It emphasizes the significance of adhering to the limits and guidelines set by Allah in matters of marriage and divorce. It aims to bring about fairness and careful consideration in the process of divorce, ensuring that the rights and dignity of individuals are maintained as per Islamic teachings.",فإن طلقها فلا تحل له من بعد حتى تنكح زوجا غيره فإن طلقها فلا جناح عليهما أن يتراجعا إن ظنا أن يقيما حدود الله وتلك حدود الله يبينها لقوم يعلمون
237,2,231,"And when you divorce women and they have [nearly] fulfilled their term, either retain them according to acceptable terms or release them according to acceptable terms, and do not keep them, intending harm, to transgress [against them]. And whoever does that has certainly wronged himself. And do not take the verses of Allah in jest. And remember the favor of Allah upon you and what has been revealed to you of the Book and wisdom by which He instructs you. And fear Allah and know that Allah is Knowing of all things.","This verse emphasizes the importance of dealing with divorce in a just and honorable manner. It advises that when divorcing women, it should be done with fairness and kindness, without causing harm or transgressing against them. It warns against misusing the laws of divorce to oppress others, as that would be a grave injustice. Additionally, it reminds believers not to mock or take lightly the teachings of Allah, and to remember the blessings and guidance bestowed upon them through the Quran and wisdom. The verse concludes by emphasizing the importance of fearing Allah, being mindful that He is all-knowing and aware of all actions.",وإذا طلقتم النساء فبلغن أجلهن فأمسكوهن بمعروف أو سرحوهن بمعروف ولا تمسكوهن ضرارا لتعتدوا ومن يفعل ذلك فقد ظلم نفسه ولا تتخذوا آيات الله هزوا واذكروا نعمت الله عليكم وما أنزل عليكم من الكتاب والحكمة يعظكم به واتقوا الله واعلموا أن الله بكل شيء عليم
238,2,232,"And when you divorce women and they have [nearly] fulfilled their term, either retain them according to acceptable terms or release them according to acceptable terms, and do not keep them, intending harm, to transgress [against them]. And whoever does that has certainly wronged himself. And do not take the verses of Allah in jest. And remember the favor of Allah upon you and what has been revealed to you of the Book and wisdom by which He instructs you. And fear Allah and know that Allah is Knowing of all things.","This verse addresses the issue of divorce in Islam, emphasizing the importance of treating divorced women with respect and fairness. It highlights the idea that divorce should be approached with a sense of responsibility and kindness towards the former spouse. The verse reminds believers to fear Allah and act with integrity when it comes to matters of marriage and divorce, as Allah is fully aware of all actions and intentions.",وإذا طلقتم النساء فبلغن أجلهن فلا تعضلوهن أن ينكحن أزواجهن إذا تراضوا بينهم بالمعروف ذلك يوعظ به من كان منكم يؤمن بالله واليوم الآخر ذلكم أزكى لكم وأطهر والله يعلم وأنتم لا تعلمون
239,2,233,"Mothers may breastfeed their children for two complete years for whoever wishes to complete the nursing period. Upon the father is the mothers' provision and their clothing according to what is acceptable. No person is charged with more than his capacity. No mother should be harmed through her child, and no father through his child. And upon the [father's] heir is [a duty] like that. But if they both desire weaning through mutual consent from both of them and consultation, there is no sin upon them. And if you wish to have your children nursed by a substitute, there is no sin upon you as long as you give payment according to what is reasonable. And fear Allah and know that Allah is Seeing of what you do.","This verse from the Qur'an addresses the period of breastfeeding and the related responsibilities between parents. It emphasizes the mutual rights and responsibilities concerning breastfeeding the child, ensuring fairness and compassion towards both the mother and the child. It invites parents to approach matters with mutual agreement and consultation, highlighting the importance of meeting obligations with justice and consideration. The verse underscores the concept of fairness, mutual consent, and the awareness that Allah sees and knows all actions.",والوالدات يرضعن أولادهن حولين كاملين لمن أراد أن يتم الرضاعة وعلى المولود له رزقهن وكسوتهن بالمعروف لا تكلف نفس إلا وسعها لا تضار والدة بولدها ولا مولود له بولده وعلى الوارث مثل ذلك فإن أرادا فصالا عن تراض منهما وتشاور فلا جناح عليهما وإن أردتم أن تسترضعوا أولادكم فلا جناح عليكم إذا سلمتم ما آتيتم بالمعروف واتقوا الله واعلموا أن الله بما تعملون بصير
240,2,234,"And those of you who die and leave wives behind, they shall wait for four months and ten days. And when they have reached the end of their waiting period, then there is no blame on you for what they do with themselves in a decent manner. And Allah is All-Aware of what you do.","This verse addresses the waiting period (Iddah) for widows after the death of their husbands. During this time, the widows are expected to abstain from marrying again in order to ascertain if they are pregnant. After the waiting period elapses, they are free to choose their future course of action regarding marriage. This verse emphasizes the importance of dealing with widows and their affairs with kindness and understanding, and highlights Allah's knowledge of all actions.",والذين يتوفون منكم ويذرون أزواجا يتربصن بأنفسهن أربعة أشهر وعشرا فإذا بلغن أجلهن فلا جناح عليكم فيما فعلن في أنفسهن بالمعروف والله بما تعملون خبير
241,2,235,"And there is no blame upon you for what you indirectly allude to in proposing to the women or for what you conceal within yourselves. Allah knows that you will have them in mind. But do not make a secret contract with them except in the recognized manner. And do not decide on marriage contract until the term prescribed reaches its end. And know that Allah knows what is within yourselves, so beware of Him. And know that Allah is Forgiving and Forbearing.","This verse addresses the etiquette of proposing to women and contracting marriages. It emphasizes transparency and warns against secret contracts or hasty decisions regarding marriage. It instructs believers to be mindful that Allah knows their intentions and innermost thoughts, reminding them to be cautious and aware of their actions. Additionally, the verse reassures that Allah is Forgiving and Patient, highlighting His mercy and understanding towards human behavior.",ولا جناح عليكم فيما عرضتم به من خطبة النساء أو أكننتم في أنفسكم علم الله أنكم ستذكرونهن ولكن لا تواعدوهن سرا إلا أن تقولوا قولا معروفا ولا تعزموا عقدة النكاح حتى يبلغ الكتاب أجله واعلموا أن الله يعلم ما في أنفسكم فاحذروه واعلموا أن الله غفور حليم
242,2,236,"There is no blame upon you if you divorce women you have not touched or specified for them an obligation. But give them [a gift of] compensation - the wealthy according to his capability and the poor according to his capability - a provision according to what is acceptable, a duty upon the doers of good.","This verse tackles the topic of divorce in Islam, explaining the obligations of a Muslim when divorcing his wife. It emphasizes fairness and generosity towards the divorced women, urging that even if the couple has not been physically intimate, the woman should still be given a gift as a form of compensation. The verse stresses that the amount should be given based on the husband's financial situation, meaning the wealthy should give according to their means and the poor in accordance with their financial capabilities, always upholding the principles of fairness and goodness in treating others.",لا جناح عليكم إن طلقتم النساء ما لم تمسوهن أو تفرضوا لهن فريضة ومتعوهن على الموسع قدره وعلى المقتر قدره متاعا بالمعروف حقا على المحسنين
243,2,237,"And if you divorce them before you have touched them and you have already specified for them an obligation, then [give] half of what you specified - unless they forego the right or the one in whose hand is the marriage contract foregoes it. And to forego it is nearer to righteousness. And do not forget graciousness between you. Indeed Allah, of whatever you do, is Seeing.","This verse from the Qur'an addresses the issue of divorce before consummation of the marriage. It emphasizes fairness and kindness in the treatment of divorced women, highlighting that it is better to be generous in such situations. The verse teaches the importance of upholding righteousness, fairness, and kindness in all human relationships, emphasizing the importance of acting with integrity and considering the well-being of others even in times of difficulty.",وإن طلقتموهن من قبل أن تمسوهن وقد فرضتم لهن فريضة فنصف ما فرضتم إلا أن يعفون أو يعفو الذي بيده عقدة النكاح وأن تعفوا أقرب للتقوى ولا تنسوا الفضل بينكم إن الله بما تعملون بصير
244,2,238,"Maintain the prayers and the middle prayer, and stand before Allah, devoutly obedient.","This verse emphasizes the importance of establishing regular prayers and specifically mentions 'the middle prayer', which is understood to be the Asr prayer according to some interpretations. The verse encourages believers to be devout and obedient to Allah by performing their prayers with sincerity and focus. It serves as a reminder for Muslims to be consistent in their worship and to approach prayer as a means of strengthening their connection with Allah.",حافظوا على الصلوات والصلاة الوسطى وقوموا لله قانتين
245,2,239,"So if you fear (an enemy), pray on foot or riding. But when you are secure, remember Allah in the manner He has taught you that which you did not previously know.","This verse emphasizes the importance of remembering and worshiping Allah in all circumstances, whether in times of fear or safety. It encourages believers to maintain their connection with Allah and follow His teachings, even in situations where they may be uncertain or fearful. The verse reminds us that obedience and remembrance of Allah are essential aspects of faith, regardless of the circumstances we find ourselves in.",فإن خفتم فرجالا أو ركبانا فإذا أمنتم فاذكروا الله كما علمكم ما لم تكونوا تعلمون
246,2,240,"And those of you who die and leave wives behind – they should bequeath for their wives maintenance for a year without turning them out. But if they leave, there is no blame upon you for what they do with themselves in an acceptable manner. And Allah is Exalted in Might and Wise.","This verse addresses the issue of providing maintenance for widows after the death of their husbands. It emphasizes the importance of husbands leaving behind provisions for their wives for a year after their passing, ensuring that they are taken care of during the mourning period without being forced to leave their homes. However, it also offers flexibility, stating that if the widows choose to leave during that time, it is acceptable and there is no blame on the heirs for what the widows do thereafter, as long as it is done in a gracious and honorable manner. Ultimately, the verse highlights the importance of kindness, understanding, and respect towards widows during their period of transition and bereavement.",والذين يتوفون منكم ويذرون أزواجا وصية لأزواجهم متاعا إلى الحول غير إخراج فإن خرجن فلا جناح عليكم في ما فعلن في أنفسهن من معروف والله عزيز حكيم
247,2,241,And for divorced women is a provision according to what is acceptable - a duty upon the righteous.,"This verse addresses the provision given to divorced women, emphasizing that it should be provided according to known standards of fairness and kindness. It also highlights that it is a duty upon the righteous ones to fulfill these obligations with integrity and piety.",وللمطلقات متاع بالمعروف حقا على المتقين
248,2,242,Thus Allah makes clear His verses to you that perhaps you might understand,"Allah communicates His signs and revelations clearly for mankind to reflect on and comprehend, inviting them to contemplate on the signs of His existence, His mercy, wisdom, and power, in order for them to attain understanding and insight.",كذلك يبين الله لكم آياته لعلكم تعقلون
249,2,243,"Did you not see those who went out from their homes in thousands, fearing death? Then Allah said to them, 'Die.' And then He restored them to life. Indeed, Allah is gracious towards people, but most of the people do not show gratitude.","This verse highlights the power of Allah to grant life and the concept of resurrection. It serves as a reminder that Allah is merciful and favors humanity, yet many people fail to acknowledge His blessings and show gratitude. It also alludes to the inevitability of death and the resurrection, encouraging believers to reflect on the signs of Allah's mercy and be grateful for them.",ألم تر إلى الذين خرجوا من ديارهم وهم ألوف حذر الموت فقال لهم الله موتوا ثم أحياهم إن الله لذو فضل على الناس ولكن أكثر الناس لا يشكرون
250,2,244,"And fight in the cause of Allah, and know that Allah is Hearing and Knowing.","This verse emphasizes the importance of fighting in the cause of Allah with the awareness that Allah is All-Hearing and All-Knowing. It serves as a reminder for believers to have faith and steadfastness in their struggles, knowing that Allah is aware of their intentions and actions.",وقاتلوا في سبيل الله واعلموا أن الله سميع عليم
251,2,245,"Who is it that would loan Allah a goodly loan so He may multiply it for him many times over? And it is Allah who withholds and grants abundance, and to Him you will be returned.","This verse emphasizes the concept of giving in charity or doing good deeds for the sake of Allah. It encourages believers to be generous and help others, promising that whatever is given to Allah in the form of a good deed or charity will be multiplied many times over as a reward. It also reminds believers that everything belongs to Allah, and it is He who controls all provisions and grants abundance to whom He wills. Ultimately, all will return to Him and be held accountable for their actions.",من ذا الذي يقرض الله قرضا حسنا فيضاعفه له أضعافا كثيرة والله يقبض ويبسط وإليه ترجعون
252,2,246,"Have you not considered the assembly of the Children of Israel after [the time of] Moses when they said to a prophet of theirs, 'Send to us a king, and we will fight in the way of Allah'? He said, 'Would you perhaps refrain from fighting if fighting was prescribed for you?' They said, 'And why should we not fight in the cause of Allah when we have been driven out of our homes and our children?' But when fighting was prescribed for them, they turned away, except for a few of them. And Allah is Knowing of the wrongdoers.","This verse describes a situation among the Children of Israel where they asked for a king to lead them in battle for the sake of Allah. When they were asked if they would still fight if it was required of them, they confidently affirmed their readiness. However, when the time for battle actually came, most of them turned away, showing their lack of sincerity and commitment. The verse highlights the importance of staying true to one's promises and commitments, especially in matters concerning the service to Allah.",ألم تر إلى الملإ من بني إسرائيل من بعد موسى إذ قالوا لنبي لهم ابعث لنا ملكا نقاتل في سبيل الله قال هل عسيتم إن كتب عليكم القتال ألا تقاتلوا قالوا وما لنا ألا نقاتل في سبيل الله وقد أخرجنا من ديارنا وأبنائنا فلما كتب عليهم القتال تولوا إلا قليلا منهم والله عليم بالظالمين
253,2,247,"And their prophet said to them, 'Indeed, Allah has sent forth Saul as a king for you.' They said, 'How can he have kingship over us while we are more deserving of kingship than him, and he has not been given an abundance of wealth?' He said, 'Indeed, Allah has chosen him over you and has increased him abundantly in knowledge and physique.' And Allah gives His sovereignty to whom He wills. And Allah is all-Encompassing, all-Knowing.","This verse highlights the story of Prophet Saul (Talut) being appointed as a king by Allah for the Children of Israel. Despite their initial objections based on worldly measures like wealth, the Prophet explains that Allah had selected Saul and endowed him with knowledge and strength. It reflects a lesson on how Allah's choices and blessings may not align with our preconceived notions of merit, emphasizing that sovereignty and power ultimately reside with Allah, who bestows them as He pleases, guided by His comprehensive knowledge and wisdom.",وقال لهم نبيهم إن الله قد بعث لكم طالوت ملكا قالوا أنى يكون له الملك علينا ونحن أحق بالملك منه ولم يؤت سعة من المال قال إن الله اصطفاه عليكم وزاده بسطة في العلم والجسم والله يؤتي ملكه من يشاء والله واسع عليم
254,2,248,"And their Prophet said to them, 'Indeed, the sign of his kingship is that the Ark will come to you in which is assurance from your Lord and a remnant of what the family of Moses and the family of Aaron had left, carried by the angels. Indeed in that is a sign for you, if you are believers.'","This verse describes the Prophet informing the people that the arrival of the Ark would signify the confirmation of the king's legitimacy. The Ark mentioned would contain assurance and a remnant of the belongings of the family of Moses and Aaron, carried by angels. The Prophet emphasizes that this event is a sign for the believers to recognize and acknowledge the divine will and authority behind it.",وقال لهم نبيهم إن آية ملكه أن يأتيكم التابوت فيه سكينة من ربكم وبقية مما ترك آل موسى وآل هارون تحمله الملائكة إن في ذلك لآية لكم إن كنتم مؤمنين
255,2,249,"So when Saul set out with the soldiers, he said, 'Indeed, Allah will be testing you with a river. So whoever drinks from it is not with me, but whoever does not taste it is indeed with me, except for one who takes [from it] in the hollow of his hand.' But they drank from it, except for a few of them. Then when he had crossed it along with those who believed with him, they said, 'There is no power for us today against Goliath and his soldiers.' But those who were certain that they would meet Allah said, 'How many a small company has overcome a large company by permission of Allah. And Allah is with the patient.'","This verse is a reminder of the importance of faith, patience, and trust in Allah during times of crisis. It narrates an incident where a group faced a seemingly insurmountable challenge but ultimately emerged victorious due to their unwavering belief in Allah's support. It showcases that with Allah's permission, even a small group can triumph over a greatly superior force when they put their trust in Allah and demonstrate patience. The verse encourages believers to stay steadfast, rely on Allah, and maintain patience in the face of adversity, for victory comes to those who remain firm in their faith.",فلما فصل طالوت بالجنود قال إن الله مبتليكم بنهر فمن شرب منه فليس مني ومن لم يطعمه فإنه مني إلا من اغترف غرفة بيده فشربوا منه إلا قليلا منهم فلما جاوزه هو والذين آمنوا معه قالوا لا طاقة لنا اليوم بجالوت وجنوده قال الذين يظنون أنهم ملاقو الله كم من فئة قليلة غلبت فئة كثيرة بإذن الله والله مع الصابرين
256,2,250,"And when they went forth to face Goliath and his soldiers, they prayed, 'Our Lord, pour upon us patience and plant firmly our feet and give us victory over the disbelieving people.'","This verse describes the prayer made by a group of believers as they faced a great challenge and sought strength, patience, resilience, and victory from Allah against those who opposed their faith. It teaches us the importance of turning to Allah in times of difficulty, seeking His help, and putting our trust in Him to overcome obstacles and enemies.",ولما برزوا لجالوت وجنوده قالوا ربنا أفرغ علينا صبرا وثبت أقدامنا وانصرنا على القوم الكافرين
257,2,251,"So they defeated them by permission of Allah, and Dawood killed Jalut, and Allah gave him the kingship and prophethood and taught him from that which He willed. And if it were not for Allah checking [some] people by means of others, the earth would have been corrupted. But Allah is full of bounty to the worlds.","This verse from the Qur'an emphasizes that all victories come by the permission of Allah. It mentions the story of Dawood (David) defeating Jalut (Goliath) with the help of Allah, and receiving kingship and wisdom as a result. The verse also highlights the importance of maintaining balance on Earth by the intervention of Allah among people to prevent corruption. It signifies that despite the potential for chaos and corruption, Allah's grace and wisdom prevails over all creation.",فهزموهم بإذن الله وقتل داوود جالوت وآتاه الله الملك والحكمة وعلمه مما يشاء ولولا دفع الله الناس بعضهم ببعض لفسدت الأرض ولكن الله ذو فضل على العالمين
258,2,252,"These are the verses of Allah which We recite to you in truth. And indeed, [O Muhammad], you are from the messengers.",This verse serves as a validation of Prophet Muhammad's (peace be upon him) role as a messenger of Allah. It emphasizes the divine nature of the message being conveyed to him and highlights his truthfulness and integrity as a messenger. It reaffirms the importance of guidance from Allah and the prophethood of Muhammad (peace be upon him) in delivering this guidance to humanity.,تلك آيات الله نتلوها عليك بالحق وإنك لمن المرسلين
259,2,253,"Those messengers - some of them We favored over others. Among them were those to whom Allah spoke, and He raised some of them in degrees of rank. And We gave Jesus, the Son of Mary, clear proofs, and We supported him with the Pure Spirit. If Allah had willed, those [generations] succeeding them would not have fought each other after the clear proofs had come to them. But they differed, and some of them believed and some of them disbelieved. And if Allah had willed, they would not have fought each other, but Allah does what He intends.","This verse highlights the diversity among messengers and the varying levels of favor they received from Allah. It mentions the specific case of Jesus, who was given clear signs and supported by the Holy Spirit. The verse also addresses the differences and conflicts that arose among people despite receiving clear evidence and guidance. It emphasizes that Allah's will prevails over all things, and that people's choices and actions are ultimately determined by His decree.",تلك الرسل فضلنا بعضهم على بعض منهم من كلم الله ورفع بعضهم درجات وآتينا عيسى ابن مريم البينات وأيدناه بروح القدس ولو شاء الله ما اقتتل الذين من بعدهم من بعد ما جاءتهم البينات ولكن اختلفوا فمنهم من آمن ومنهم من كفر ولو شاء الله ما اقتتلوا ولكن الله يفعل ما يريد
260,2,254,"O you who have believed, spend from that which We have provided for you before there comes a Day in which there is no exchange and no friendship and no intercession. And the disbelievers – they are the wrongdoers.","This verse reminds the believers to spend from the provisions and blessings that Allah has bestowed upon them before a Day of Judgement arrives, where no worldly possessions or relationships will hold any value. It serves as a reminder to act with generosity and charity, and not be among the wrongdoers who reject the truth of Allah.",يا أيها الذين آمنوا أنفقوا مما رزقناكم من قبل أن يأتي يوم لا بيع فيه ولا خلة ولا شفاعة والكافرون هم الظالمون
261,2,255,"Allah! There is no deity except Him, the Ever-Living, the Sustainer of existence. Neither drowsiness nor sleep overtakes Him. To Him belongs whatever is in the heavens and whatever is on the earth. Who is it that can intercede with Him except by His permission? He knows what is before them and what will be after them, and they encompass not a thing of His knowledge except for what He wills. His Kursi extends over the heavens and the earth, and their preservation tires Him not. And He is the Most High, the Most Great.","This verse highlights the absolute power and sovereignty of Allah. It emphasizes His unique attributes including His eternal life, knowledge, and authority over all creation. It also points out that no one can intercede with Him except by His permission, demonstrating His ultimate control and wisdom. The verse serves as a reminder of the greatness and majesty of Allah, and the limitations of human understanding in comparison to His infinite knowledge and might.",الله لا إله إلا هو الحي القيوم لا تأخذه سنة ولا نوم له ما في السماوات وما في الأرض من ذا الذي يشفع عنده إلا بإذنه يعلم ما بين أيديهم وما خلفهم ولا يحيطون بشيء من علمه إلا بما شاء وسع كرسيه السماوات والأرض ولا يئوده حفظهما وهو العلي العظيم
262,2,256,There shall be no compulsion in [acceptance of] the religion. The right course has become clear from the wrong. So whoever disbelieves in Taghut and believes in Allah has grasped the most trustworthy handhold with no break in it. And Allah is Hearing and Knowing.,"This verse emphasizes that religion should not be forced upon anyone, as guidance and truth are clear and distinct from falsehood. It highlights the importance of rejecting false deities and believing in Allah, which is a secure foundation for the believers. It assures that holding onto faith in Allah is a firm and unwavering support, and that He is All-Hearing and All-Knowing of our actions and intentions.",لا إكراه في الدين قد تبين الرشد من الغي فمن يكفر بالطاغوت ويؤمن بالله فقد استمسك بالعروة الوثقى لا انفصام لها والله سميع عليم
263,2,257,Allah is the ally of those who believe. He brings them out from darkness into the light. But those who disbelieve – their allies are Taghut. They take them out of the light into darknesses. Those are the companions of the Fire; they will abide eternally therein.,"This verse emphasizes the idea that Allah is the protector and ally of the believers, guiding them from ignorance and darkness towards truth and enlightenment. On the other hand, those who reject faith have allies that lead them astray into darkness and disbelief. The verse warns that those who choose disbelief will face eternal punishment in the fire of Hell.",الله ولي الذين آمنوا يخرجهم من الظلمات إلى النور والذين كفروا أولياؤهم الطاغوت يخرجونهم من النور إلى الظلمات أولئك أصحاب النار هم فيها خالدون
