,chapter,verse,translation,interpretation,orig
20,2,14,"And when they meet those who believe, they say: 'We believe.' And when they are alone with their evil ones, they say: 'Indeed, we are with you; we were only mocking.'","The verse highlights the hypocrisy of those who pretend to be believers in the presence of true believers, but secretly mock and undermine them, revealing their true allegiance to evil forces.",وإذا لقوا الذين آمنوا قالوا آمنا وإذا خلوا إلى شياطينهم قالوا إنا معكم إنما نحن مستهزئون
21,2,15,God mocks them and leaves them to wander blindly in their defiance.,"The verse suggests that when people persist in their arrogance and disobedience, God allows them to continue in their ways, giving them a sense of freedom and control, but in reality, they are only being led further into darkness and confusion.",الله يستهزئ بهم ويمدهم في طغيانهم يعمهون
22,2,16,"Those are the ones who have purchased error at the price of guidance, so their commerce has brought no profit, and they were not guided.","The verse highlights the futility of trading one's spiritual guidance for worldly gains, emphasizing that such a transaction will ultimately lead to spiritual bankruptcy and a loss of direction in life.",أولئك الذين اشتروا الضلالة بالهدى فما ربحت تجارتهم وما كانوا مهتدين
23,2,17,"Their likeness is as the likeness of one who kindled a fire, and when it illuminated what was around him, Allah took away their light and left them in darknesses, (so) they do not see.","The verse highlights the fleeting nature of worldly achievements and the deceptive nature of earthly success, which can be taken away by God at any moment, leaving individuals in spiritual darkness and ignorance.",مثلهم كمثل الذي استوقد نارا فلما أضاءت ما حوله ذهب الله بنورهم وتركهم في ظلمات لا يبصرون
24,2,18,"Deaf, dumb, and blind, they will not return [to the right path]","The verse highlights the spiritual state of those who reject the truth, implying that they are so entrenched in their ignorance and disobedience that they are unable to hear, see, or understand the guidance being offered to them, and thus are incapable of returning to the right path.",صم بكم عمي فهم لا يرجعون
25,2,19,"Or like a rainstorm from the sky, wherein is darkness, thunder and lightning, they put their fingers in their ears against the thunderclaps, fearing death, and Allah is encompassing of the disbelievers.","The verse illustrates the helplessness and despair of the disbelievers when they are faced with the wrath of God, likening their state to being caught in a terrifying storm, where they are overwhelmed by the darkness, thunder, and lightning, and are forced to cover their ears in fear of death, highlighting the futility of their attempts to escape God's punishment.",أو كصيب من السماء فيه ظلمات ورعد وبرق يجعلون أصابعهم في آذانهم من الصواعق حذر الموت والله محيط بالكافرين
26,2,20,"The lightning almost snatches away their sight; every time it flashes for them, they walk therein, and when it becomes dark on them, they stand still. And if Allah had willed, He would have taken away their hearing and their sight. Indeed, Allah is over all things competent.","The verse highlights the idea that people are so blinded by their own desires and ignorance that they are unable to see the truth, and it is only through the guidance of Allah that they are able to navigate through the darkness of their own making.",يكاد البرق يخطف أبصارهم كلما أضاء لهم مشوا فيه وإذا أظلم عليهم قاموا ولو شاء الله لذهب بسمعهم وأبصارهم إن الله على كل شيء قدير
27,2,21,"O mankind, worship your Lord, who created you and those before you, so that you may become righteous.","The verse is an exhortation to humanity to worship the One who created them and their ancestors, emphasizing the importance of recognizing and submitting to the divine authority in order to attain righteousness and moral excellence.",يا أيها الناس اعبدوا ربكم الذي خلقكم والذين من قبلكم لعلكم تتقون
28,2,22,"Who has made the earth a resting place for you, and the sky a canopy, and sent down water from the sky, then brought forth with it fruits as a provision for you, so do not set up rivals to Allah while you know.","The verse emphasizes the uniqueness of God's creative power and provision, implying that humans should not attribute these blessings to anyone else, and that recognizing God's sole authority is a fundamental aspect of faith.",الذي جعل لكم الأرض فراشا والسماء بناء وأنزل من السماء ماء فأخرج به من الثمرات رزقا لكم فلا تجعلوا لله أندادا وأنتم تعلمون
29,2,23,"And if you are in doubt about what We have sent down to Our servant, then bring a surah like it, and call your witnesses besides Allah, if you are truthful.","The verse is a challenge to those who doubt the authenticity of the revelation, calling them to produce a similar chapter if they are truthful in their claims, and implying that they will be unable to do so, thus confirming the divine origin of the Quran.",وإن كنتم في ريب مما نزلنا على عبدنا فأتوا بسورة من مثله وادعوا شهداءكم من دون الله إن كنتم صادقين
30,2,24,"Then if you do not, and you will not, then fear the Fire whose fuel is men and stones, prepared for the disbelievers.","The verse highlights the importance of obeying God's commandments, warning that if one fails to do so, they will face a severe punishment in the afterlife, where the fuel of the Fire is not only material things but also the very people who were once loved and cherished, making the punishment even more agonizing and humiliating.",فإن لم تفعلوا ولن تفعلوا فاتقوا النار التي وقودها الناس والحجارة أعدت للكافرين
31,2,25,"And give good news to those who believe and do righteous deeds that they will have gardens beneath which rivers flow. Every time they are provided with a provision of fruit there, they will say, 'This is what was given to us before,' and they will be given something similar, and they will have therein purified spouses, and they will abide therein forever.","The verse is emphasizing the concept of spiritual familiarity and comfort in paradise, where believers will feel a sense of nostalgia and familiarity with the blessings they receive, which will be reminiscent of the good things they experienced in their worldly lives, but with a twist of improvement and purification.",وبشر الذين آمنوا وعملوا الصالحات أن لهم جنات تجري من تحتها الأنهار كلما رزقوا منها من ثمرة رزقا قالوا هذا الذي رزقنا من قبل وأتوا به متشابها ولهم فيها أزواج مطهرة وهم فيها خالدون
32,2,26,"Indeed, Allah is not shy to strike a parable about a mosquito or what is smaller. As for those who believe, they know that it is the truth from their Lord, and as for those who disbelieve, they say, 'What did Allah intend by this parable?' He misguides many thereby, and He guides many thereby, and He does not misguide except the defiantly disobedient.","The verse highlights the importance of humility and openness to understanding, as those who are arrogant and disobedient will be misguided by God's signs and parables, while those who are humble and faithful will be guided towards the truth.",إن الله لا يستحيي أن يضرب مثلا ما بعوضة فما فوقها فأما الذين آمنوا فيعلمون أنه الحق من ربهم وأما الذين كفروا فيقولون ماذا أراد الله بهذا مثلا يضل به كثيرا ويهدي به كثيرا وما يضل به إلا الفاسقين
33,2,27,"Those who break the covenant of Allah after its confirmation, and sever that which Allah has commanded to be joined, and spread corruption on earth, those are the losers.","The verse highlights the consequences of breaking one's covenant with God and disobeying His commands, which ultimately leads to corruption and chaos on earth, resulting in spiritual loss and failure.",الذين ينقضون عهد الله من بعد ميثاقه ويقطعون ما أمر الله به أن يوصل ويفسدون في الأرض أولئك هم الخاسرون
34,2,28,"How do you disbelieve in Allah when you were dead and He gave you life, then He will cause you to die, and then He will bring you to life, and then to Him you will return.","The verse highlights the concept of the cycle of life and death, and how it is a reminder of the omnipotence of God, emphasizing humanity's dependence on Him and the inevitability of returning to Him.",كيف تكفرون بالله وكنتم أمواتا فأحياكم ثم يميتكم ثم يحييكم ثم إليه ترجعون
35,2,29,"It is He who created for you all that is in the earth, then He directed Himself to the heaven, and fashioned them into seven heavens, and He is Knowing of all things.","The verse highlights God's absolute power and control over the universe, emphasizing His role as the creator of everything on earth and in the heavens, and His all-encompassing knowledge of all things.",هو الذي خلق لكم ما في الأرض جميعا ثم استوى إلى السماء فسواهن سبع سماوات وهو بكل شيء عليم
36,2,30,"And when your Lord said to the angels, 'I am going to place a successor on Earth.' They said, 'Will You place therein one who will cause corruption and shed blood, while we glorify You with praise and sanctify You?' He said, 'I know what you do not know.'","This verse highlights the idea that God has knowledge and wisdom that surpass human understanding, and that His decisions are not to be questioned, but rather trusted and obeyed.",وإذ قال ربك للملائكة إني جاعل في الأرض خليفة قالوا أتجعل فيها من يفسد فيها ويسفك الدماء ونحن نسبح بحمدك ونقدس لك قال إني أعلم ما لا تعلمون
37,2,31,"And He taught Adam all the names, then presented them to the angels, saying: 'Tell Me the names of these, if you are truthful.'","The verse highlights the superior knowledge and wisdom granted to Adam by God, which enabled him to surpass the angels in understanding and recognition of the divine plan, establishing Adam's authority and leadership on earth.",وعلم آدم الأسماء كلها ثم عرضهم على الملائكة فقال أنبئوني بأسماء هؤلاء إن كنتم صادقين
38,2,32,"They said: 'Glory be to You, we have no knowledge except what You have taught us, indeed You are the All-Knowing, the Wise.'","This verse highlights the humility and recognition of the limitations of human knowledge, as the angels acknowledge that their understanding is limited to what God has revealed to them, and that God's knowledge is superior and all-encompassing.",قالوا سبحانك لا علم لنا إلا ما علمتنا إنك أنت العليم الحكيم
39,2,33,"He said, 'O Adam, inform them of their names.' So when he informed them of their names, He said, 'Did I not tell you that I know the unseen of the heavens and the earth, and I know what you reveal and what you conceal?'","The verse highlights God's omniscience, emphasizing that He has complete knowledge of everything, including the hidden and the apparent, and that He is aware of all human thoughts and actions, whether they are open or secret.",قال يا آدم أنبئهم بأسمائهم فلما أنبأهم بأسمائهم قال ألم أقل لكم إني أعلم غيب السماوات والأرض وأعلم ما تبدون وما كنتم تكتمون
40,2,34,"And when We said to the angels, 'Prostrate to Adam,' they prostrated except for Iblis, who refused and was arrogant and was among the disbelievers.","The verse highlights the pride and arrogance of Satan, who refused to obey God's command, which ultimately led to his downfall and expulsion from heaven, serving as a warning to humanity about the dangers of pride and disobedience.",وإذ قلنا للملائكة اسجدوا لآدم فسجدوا إلا إبليس أبى واستكبر وكان من الكافرين
41,2,35,"And We said: O Adam, dwell you and your wife in the Garden, and eat thereof freely wherever you desire; but do not approach this tree, lest you become of the unjust.","The verse highlights the importance of obedience to God's commands and the consequences of disobedience, as Adam's failure to comply with the divine instruction led to his expulsion from the Garden, serving as a lesson for humanity on the significance of adhering to God's will.",وقلنا يا آدم اسكن أنت وزوجك الجنة وكلا منها رغدا حيث شئتما ولا تقربا هذه الشجرة فتكونا من الظالمين
42,2,36,"So Satan expelled them from it, and he removed them from what they were in, and We said, 'Go down, some of you to others, enemies, and for you in the earth is a dwelling place and a provision for a time.'","The verse highlights the consequences of disobedience, where Satan's temptation leads to expulsion from a state of bliss, and instead, humanity is left to struggle with each other and their environment, with a temporary reprieve from God's wrath.",فأزلهما الشيطان عنها فأخرجهما مما كانا فيه وقلنا اهبطوا بعضكم لبعض عدو ولكم في الأرض مستقر ومتاع إلى حين
43,2,37,"Then Adam received from his Lord Words, and He relented towards him. Lo! He is the One Who relents, the Merciful.","This verse highlights the mercy of God, who forgives Adam's mistake and accepts his repentance, demonstrating God's willingness to pardon and show compassion to those who turn to Him in sincerity.",فتلقى آدم من ربه كلمات فتاب عليه إنه هو التواب الرحيم
44,2,38,"We said: 'Get you down all from it, then if there comes to you guidance from Me, then whoever follows My guidance, no fear shall be on them, nor shall they sorrow.'","The verse highlights the importance of following divine guidance, emphasizing that those who do so will be saved from fear and sorrow, indicating that obedience to God's commands is the key to achieving peace and security in this life and the hereafter.",قلنا اهبطوا منها جميعا فإما يأتينكم مني هدى فمن تبع هداي فلا خوف عليهم ولا هم يحزنون
45,2,39,"And those who disbelieve and deny Our signs, those are the companions of the Fire, they will abide therein forever.","The verse highlights the severity of rejecting God's revelations and the consequences of deliberately denying the truth, emphasizing that those who do so will suffer eternal punishment in the Fire.",والذين كفروا وكذبوا بآياتنا أولئك أصحاب النار هم فيها خالدون
46,2,40,"O Children of Israel, remember My favor which I bestowed upon you, and fulfill your covenant with Me, I will fulfill My covenant with you, and fear Me.","The verse is a reminder to the Children of Israel of God's favor and blessings upon them, and a call to fulfill their covenant with Him, implying that they have a responsibility to respond to God's blessings with obedience and gratitude.",يا بني إسرائيل اذكروا نعمتي التي أنعمت عليكم وأوفوا بعهدي أوف بعهدكم وإياي فارهبون
47,2,41,"And believe in what I have sent down, confirming what is with you, and be not the first to disbelieve in it, nor sell My signs for a small price, and fear Me.","The verse emphasizes the importance of believing in the revelation sent by God, while also respecting and honoring the previous revelations, and not rejecting or selling out the divine signs for worldly gains or fleeting benefits.",وآمنوا بما أنزلت مصدقا لما معكم ولا تكونوا أول كافر به ولا تشتروا بآياتي ثمنا قليلا وإياي فاتقون
48,2,42,"And do not mix the truth with falsehood, nor conceal the truth while you know.","The verse is warning against intentionally distorting the truth, by mixing it with falsehood, or concealing it altogether, which is a form of deception and dishonesty, and is considered a grave sin in the eyes of God.",ولا تلبسوا الحق بالباطل وتكتموا الحق وأنتم تعلمون
49,2,43,And establish prayer and give zakah and bow with those who bow [in prayer].,"The verse emphasizes the importance of collective worship and communal prayer, highlighting the significance of unity and solidarity among believers in their spiritual practices.",وأقيموا الصلاة وآتوا الزكاة واركعوا مع الراكعين
50,2,44,Do you enjoin righteousness upon others and forget yourselves while you recite the Scripture? Do you not understand?,"This verse highlights the importance of self-reflection and personal accountability, warning against hypocrisy and double standards, where individuals preach righteousness to others but neglect their own moral shortcomings.",أتأمرون الناس بالبر وتنسون أنفسكم وأنتم تتلون الكتاب أفلا تعقلون
51,2,45,"And seek help through patience and prayer, and indeed, it is a great burden except for the humble ones.","The verse highlights the importance of humility in seeking spiritual growth and closeness to God, implying that only those who are humble and recognize their limitations can truly benefit from the means of patience and prayer.",واستعينوا بالصبر والصلاة وإنها لكبيرة إلا على الخاشعين
52,2,46,Those who think that they will meet their Lord and that they will return to Him.,"The verse highlights the importance of having a strong conviction in one's faith, emphasizing that true believers are those who are certain of their accountability to God and their eventual return to Him, which motivates them to live a righteous life.",الذين يظنون أنهم ملاقو ربهم وأنهم إليه راجعون
53,2,47,"O Children of Israel, remember My favour which I bestowed upon you and that I preferred you to the worlds.","The verse is a reminder to the Children of Israel of God's favour and blessings upon them, and how they were chosen and preferred by God above all other nations, emphasizing their special status and the responsibility that comes with it.",يا بني إسرائيل اذكروا نعمتي التي أنعمت عليكم وأني فضلتكم على العالمين
54,2,48,"And beware of a Day when no soul will be of any avail to another soul, nor will intercession be accepted from it, nor will compensation be taken from it, nor will they be helped.","This verse highlights the concept of individual accountability on the Day of Judgment, emphasizing that no one will be able to help or intercede for another, and that each person will be solely responsible for their own actions.",واتقوا يوما لا تجزي نفس عن نفس شيئا ولا يقبل منها شفاعة ولا يؤخذ منها عدل ولا هم ينصرون
55,2,49,"And when We saved you from the people of Pharaoh, who subjected you to severe torment, slaughtering your sons and sparing your women, and in that was a great trial from your Lord.","This verse highlights the significance of God's intervention in the lives of His people, demonstrating His power and mercy in delivering them from oppression and persecution, and serves as a reminder of God's justice and protection.",وإذ نجيناكم من آل فرعون يسومونكم سوء العذاب يذبحون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم
56,2,50,"And [remember] when We parted the sea for you, We saved you and drowned the people of Pharaoh, and you were looking on.","This verse highlights the miraculous event of the parting of the sea as a demonstration of God's power and mercy, and serves as a reminder to the believers of God's ability to save and protect them, even in the most desperate of situations.",وإذ فرقنا بكم البحر فأنجيناكم وأغرقنا آل فرعون وأنتم تنظرون
57,2,51,"And when We appointed with Moses forty nights, then you took the calf after him, and you were unjust.","This verse highlights the importance of trust and obedience to God's commands, as the Israelites failed to uphold their covenant with God and instead turned to idolatry, demonstrating their lack of faith and disobedience.",وإذ واعدنا موسى أربعين ليلة ثم اتخذتم العجل من بعده وأنتم ظالمون
58,2,52,"Then We pardoned you after that, so that you might give thanks.","The verse highlights the importance of gratitude and appreciation for God's mercy and forgiveness, emphasizing that the purpose of forgiveness is to encourage people to be thankful and obedient to God.",ثم عفونا عنكم من بعد ذلك لعلكم تشكرون
59,2,53,"And when We gave Moses the Book and the Criterion, so that you might be guided.","The verse highlights the importance of divine guidance, emphasizing that the revelation of the Book and the Criterion to Moses was a means of guidance for the people, implying that true guidance can only come from God.",وإذ آتينا موسى الكتاب والفرقان لعلكم تهتدون
60,2,54,"And when Moses said to his people, 'O my people, indeed you have wronged yourselves by taking the calf. So turn in repentance to your Creator and kill each other. That is best for you in the sight of your Creator, then He turned to you, indeed, He is the Accepting of repentance, the Merciful.'","The verse highlights the importance of taking drastic measures to rectify past mistakes, and that sometimes this requires making difficult sacrifices, such as punishing those who have erred, in order to restore justice and purity within a community.",وإذ قال موسى لقومه يا قوم إنكم ظلمتم أنفسكم باتخاذكم العجل فتوبوا إلى بارئكم فاقتلوا أنفسكم ذلكم خير لكم عند بارئكم فتاب عليكم إنه هو التواب الرحيم
61,2,55,"And when you said: 'O Moses, we will not believe in you until we see Allah openly.' Then the thunderbolt seized you while you were looking on.","The verse highlights the importance of humility and the dangers of arrogance, as the Israelites' demand to see God openly was met with a severe punishment, serving as a reminder that humans are limited in their understanding and should not try to impose their will on God.",وإذ قلتم يا موسى لن نؤمن لك حتى نرى الله جهرة فأخذتكم الصاعقة وأنتم تنظرون
62,2,56,"Then We raised you after your death, that you may be grateful.","The verse highlights God's mercy and benevolence in giving humanity a second chance at life, implying that this new life is a precious gift that warrants gratitude and appreciation towards the Creator.",ثم بعثناكم من بعد موتكم لعلكم تشكرون
63,2,57,"And We shaded you with clouds and sent down to you manna and quails, [saying], Eat from the good things We have provided for you. And they did not wrong Us, but they were wronging themselves.","The verse highlights the idea that God's blessings and favors can sometimes be a test, and that humans have a tendency to take these blessings for granted, ultimately leading to their own downfall.",وظللنا عليكم الغمام وأنزلنا عليكم المن والسلوى كلوا من طيبات ما رزقناكم وما ظلمونا ولكن كانوا أنفسهم يظلمون
64,2,58,"And when We said: Enter this town and eat from it wherever you wish, abundantly, and enter the gate in prostration and say: 'Relief', We will forgive you your sins and increase the good-doers.","The verse highlights the importance of humility and gratitude, as the people are instructed to enter the town in a state of prostration, acknowledging the blessings and mercy of God, and seeking forgiveness for their past mistakes.",وإذ قلنا ادخلوا هذه القرية فكلوا منها حيث شئتم رغدا وادخلوا الباب سجدا وقولوا حطة نغفر لكم خطاياكم وسنزيد المحسنين
65,2,59,"But those who did wrong changed the word that had been ordered to them, so We sent down on those who did wrong a scourge from the sky for their wickedness.","The verse highlights the consequence of altering or distorting God's message, which is a punishment that comes from God Himself, emphasizing the gravity of tampering with divine revelation.",فبدل الذين ظلموا قولا غير الذي قيل لهم فأنزلنا على الذين ظلموا رجزا من السماء بما كانوا يفسقون
66,2,60,"And when Moses prayed for water for his people, We said: 'Strike the rock with your staff.' There gushed forth from it twelve springs. Each tribe knew its drinking place. Eat and drink from God's provision, and do not act corruptly in the earth, spreading mischief.","The verse highlights the importance of gratitude and responsible stewardship of God's blessings, as exemplified by the miraculous provision of water in the desert, and warns against abusing God's favors and causing corruption on earth.",وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر فانفجرت منه اثنتا عشرة عينا قد علم كل أناس مشربهم كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين
67,2,61,"And when you said, 'O Moses, we will not be patient on one kind of food, so pray to your Lord to bring out for us of what the earth grows of its beans and cucumbers and garlic and lentils and onions.' He said, 'Do you exchange what is lower for what is better? Go down to any town and indeed, you will have what you have asked for.' And We struck them with humiliation and poverty and they returned with wrath from Allah. That was because they used to disbelieve in the signs of Allah and kill the prophets without right. That was because they disobeyed and used to transgress.","The verse highlights the consequences of being ungrateful and disobedient to God's blessings, as the Israelites were punished with humiliation and poverty due to their constant demands and lack of appreciation for what they had, ultimately leading to their downfall.",وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها قال أتستبدلون الذي هو أدنى بالذي هو خير اهبطوا مصرا فإن لكم ما سألتم وضربت عليهم الذلة والمسكنة وباءوا بغضب من الله ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ذلك بما عصوا وكانوا يعتدون
68,2,62,"Indeed, those who have believed and those who have Judaized and the Christians and the Sabeans - whoever believed in Allah and the Last Day and did righteousness - will have their reward with their Lord. Upon them shall be no fear, nor shall they grieve.","The verse highlights the universal principle of divine justice, where all those who believe in God and the Last Day, regardless of their religious affiliation, will be rewarded for their good deeds and will be free from fear and grief in the Hereafter.",إن الذين آمنوا والذين هادوا والنصارى والصابئين من آمن بالله واليوم الآخر وعمل صالحا فلهم أجرهم عند ربهم ولا خوف عليهم ولا هم يحزنون
69,2,63,"And when We took a covenant from you and raised the Mount above you, saying: 'Take what We have given you with determination and remember what is in it, that you may guard against evil.'","The verse highlights the importance of remembering and reflecting on the covenant and the revelation received from God, as a means of achieving righteousness and avoiding evil.",وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واذكروا ما فيه لعلكم تتقون
70,2,64,"Then you turned away after that; and if not for the favor of Allah upon you and His mercy, indeed, you would have been among the losers.","The verse highlights the importance of gratitude and humility, as it emphasizes that the only reason the believers were not destroyed was due to God's favor and mercy, implying that they did not deserve salvation on their own merit.",ثم توليتم من بعد ذلك فلولا فضل الله عليكم ورحمته لكنتم من الخاسرين
71,2,65,"And indeed, you knew those among you who transgressed in the Sabbath, so We said to them, 'Be apes, despised.'","The verse highlights the importance of obedience to God's commands and the consequences of disobedience, as exemplified by the story of the Sabbath-breakers who were punished by being transformed into apes, symbolizing their degradation and humiliation.",ولقد علمتم الذين اعتدوا منكم في السبت فقلنا لهم كونوا قردة خاسئين
72,2,66,"And We made it an example for what is between its hands and what is behind it, and a warning to the God-fearing.","The verse suggests that the destruction of a sinful community serves as a lesson and a warning to those who are God-fearing, implying that the righteous can learn from the mistakes of others and be motivated to continue on the path of righteousness.",فجعلناها نكالا لما بين يديها وما خلفها وموعظة للمتقين
73,2,67,And when Moses said to his people: 'God commands you to sacrifice a cow.' They said: 'Do you take us in mockery?' He said: 'I seek refuge in God from being among the ignorant.',"The verse highlights the importance of humility and seeking guidance from God, as exemplified by Moses' response to his people's skepticism, demonstrating that true wisdom lies in acknowledging one's limitations and relying on divine wisdom.",وإذ قال موسى لقومه إن الله يأمركم أن تذبحوا بقرة قالوا أتتخذنا هزوا قال أعوذ بالله أن أكون من الجاهلين
74,2,68,"They said, 'Supplicate for us to your Lord to make clear to us what it is.' He said, 'He says, indeed it is a cow neither too old nor too young, but between that, so do what you are commanded.'","The verse highlights the importance of obedience to God's commands, even if they seem unclear or difficult to understand, as the Israelites are being asked to sacrifice a cow that meets specific and seemingly arbitrary criteria, testing their faith and willingness to submit to God's will.",قالوا ادع لنا ربك يبين لنا ما هي قال إنه يقول إنها بقرة لا فارض ولا بكر عوان بين ذلك فافعلوا ما تؤمرون
75,2,69,"They said, 'Invoke your Lord for us to make clear to us what her colour is.' He said, 'He says, indeed, she is a yellow cow, bright in colour, pleasing to the beholders.'","The verse highlights the importance of clarity and specificity in communication, as the people asked for a clear description of the cow's colour, and Moses provided a detailed answer, emphasizing the significance of precise language in avoiding confusion and ensuring understanding.",قالوا ادع لنا ربك يبين لنا ما لونها قال إنه يقول إنها بقرة صفراء فاقع لونها تسر الناظرين
76,2,70,"They said: Pray to your Lord to make clear to us what (kind of) cow? For to us all cows are alike. And indeed, if Allah wills, we will be guided.","The verse highlights the stubbornness and ignorance of the people, who despite being given clear instructions, still demanded more clarification, revealing their lack of faith and willingness to obey God's commands.",قالوا ادع لنا ربك يبين لنا ما هي إن البقر تشابه علينا وإنا إن شاء الله لمهتدون
